time,Price,Open,High,Low,Vol.,Change_g,Change_cal,Change_r,Change_ln,oil,sensex
521,105.6,105.52,106.69,104.76,258.02K,-0.0014,-0.141843972,-0.14,-0.001419447,0,0
522,105.4,105.46,105.95,104.5,235.66K,-0.0019,-0.189393939,-0.19,-0.001895735,0,0
523,103.98,105.43,105.76,103.6,223.08K,-0.0135,-1.347248577,-1.35,-0.013564063,-0.01,-0.01
524,104.79,103.94,105,102.7,246.82K,0.0078,0.778995961,0.78,0.007759775,0.01,-0.01
525,104.27,104.45,105.15,103.44,256.90K,-0.005,-0.496230556,-0.5,-0.004974659,0,0.02
526,106.72,104.31,106.83,104.12,270.63K,0.0235,2.349669128,2.35,0.023224893,0.02,-0.02
527,107.94,106.62,108.47,106.3,283.71K,0.0114,1.143178411,1.14,0.011366935,0.01,-0.02
528,108.47,108.29,108.78,107.58,228.49K,0.0049,0.491013526,0.49,0.00489812,0,0
529,108.34,108.2,108.6,107.5,249.36K,-0.0012,-0.119848806,-0.12,-0.001199207,0,0.02
530,108.83,107.99,109.15,107.72,255.60K,0.0045,0.45227986,0.45,0.004512601,0,0.01
531,110.3,108.67,110.44,108.23,334.91K,0.0135,1.350730497,1.35,0.013416895,0.01,0
532,112.79,110.32,113.21,110.11,319.48K,0.0226,2.257479601,2.26,0.022323756,0.02,0
533,109.92,113.28,113.46,108.68,364.35K,-0.0254,-2.544551822,-2.54,-0.025774854,-0.03,0
534,106.25,108.97,110.24,105.47,555.63K,-0.0334,-3.338791849,-3.34,-0.033958021,-0.03,-0.01
535,107.11,106.02,107.43,105.31,456.86K,0.0081,0.809411765,0.81,0.008061536,0.01,-0.01
536,108.11,107.32,108.55,105.77,352.07K,0.0093,0.933619643,0.93,0.009292884,0.01,-0.01
537,109.66,108.45,110.1,107.21,224.39K,0.0143,1.43372491,1.43,0.014235443,0.01,-0.02
538,107.12,109.43,109.44,106.54,138.18K,-0.0232,-2.316250228,-2.32,-0.023434969,-0.02,0
539,108.15,107.52,108.45,105.5,37.09K,0.0096,0.961538462,0.96,0.009569451,0.01,-0.01
540,111.45,108.45,111.66,107.96,291.55K,0.0305,3.051317614,3.05,0.030056907,0.03,0.02
541,112.29,111.37,112.48,111,240.46K,0.0075,0.753701211,0.75,0.007508751,0.01,0
542,112.28,112.34,113.48,111.08,209.68K,-0.0001,-0.008905513,-0.01,-8.90591E-05,0,0
543,112.21,112.15,112.64,111.12,234.44K,-0.0006,-0.06234414,-0.06,-0.000623636,0,0
544,112.76,111.89,113.4,110.71,338.70K,0.0049,0.490152393,0.49,0.004889551,0,-0.01
545,112.86,113.13,113.97,111.69,301.60K,0.0009,0.08868393,0.09,0.000886446,0,0.01
546,113.93,112.82,114.18,112.25,201.83K,0.0095,0.948077264,0.95,0.009436112,0.01,-0.01
547,113.52,113.89,114.83,110.82,310.99K,-0.0036,-0.359870096,-0.36,-0.003605192,0,-0.01
548,111.05,112.98,113.22,110.3,300.33K,-0.0218,-2.175828048,-2.18,-0.021998483,-0.02,0
549,109.24,110.68,111.22,108.48,333.02K,-0.0163,-1.629896443,-1.63,-0.016433254,-0.02,0
550,99.8,108.78,109.38,98.25,670.08K,-0.0864,-8.641523252,-8.64,-0.090379113,-0.09,0.01
551,97.18,99.76,102.38,94.63,606.53K,-0.0263,-2.625250501,-2.63,-0.026603254,-0.03,-0.02
552,102.55,98.11,103.4,97.42,469.29K,0.0553,5.52582836,5.53,0.053785556,0.05,0
553,103.88,102.44,103.95,100.12,439.61K,0.013,1.296928328,1.3,0.012885902,0.01,-0.01
554,98.21,103.69,104.6,97.5,524.76K,-0.0546,-5.458221024,-5.46,-0.056128344,-0.06,0.01
555,98.97,98.59,100.49,95.25,522.50K,0.0077,0.77385195,0.77,0.007708731,0.01,0.01
556,99.65,98.81,100.7,97.09,367.72K,0.0069,0.687076892,0.69,0.006847273,0.01,0
557,97.37,99.36,99.65,96.83,335.32K,-0.0229,-2.288008028,-2.29,-0.023145892,-0.02,0.01
558,96.91,96.98,97.81,95.02,399.13K,-0.0047,-0.472424771,-0.47,-0.004735442,0,0.01
559,100.1,97.57,100.99,97.46,285.30K,0.0329,3.291713961,3.29,0.032386974,0.03,-0.01
560,98.44,99.76,100.79,98.16,142.67K,-0.0166,-1.658341658,-1.66,-0.016722461,-0.02,-0.01
561,99.49,98.6,99.9,95.99,33.93K,0.0107,1.066639577,1.07,0.010609911,0.01,0
562,97.7,99.68,100.04,96.37,296.83K,-0.018,-1.799175797,-1.8,-0.018155578,-0.02,0
563,99.59,97.54,100.09,96.61,339.53K,0.0193,1.934493347,1.93,0.019160199,0.02,-0.01
564,101.32,99.27,101.63,98.2,354.88K,0.0174,1.737122201,1.74,0.017222067,0.02,0
565,100.23,101.24,101.9,99.61,332.14K,-0.0108,-1.075799447,-1.08,-0.01081628,-0.01,-0.01
566,100.59,100.16,101.24,100.04,212.25K,0.0036,0.3591739,0.36,0.003585304,0,0
567,102.7,100.69,103.39,99.6,319.04K,0.021,2.097624018,2.1,0.020759268,0.02,0
568,100.29,102.68,103.31,99.63,376.48K,-0.0235,-2.346640701,-2.35,-0.023746128,-0.02,-0.01
569,100.4,99.79,100.93,98.46,389.64K,0.0011,0.109681922,0.11,0.001096218,0,-0.01
570,100.22,100.87,100.87,98.12,351.31K,-0.0018,-0.179282869,-0.18,-0.001794438,0,-0.01
571,99.01,100.42,100.68,98.55,289.67K,-0.0121,-1.207343844,-1.21,-0.012146914,-0.01,-0.02
572,99.09,98.82,99.75,97.74,415.37K,0.0008,0.080799919,0.08,0.000807673,0,0
573,100.74,99.58,101.89,98.02,484.28K,0.0167,1.665152891,1.67,0.016514412,0.02,0
574,101.93,100.83,102.44,100.74,345.54K,0.0118,1.181258686,1.18,0.011743363,0.01,0.01
575,99.29,101.84,102.15,98.6,379.24K,-0.0259,-2.590012754,-2.59,-0.026241442,-0.03,0.03
576,97.3,98.77,99.32,96.13,381.99K,-0.02,-2.004230033,-2,-0.020245872,-0.02,0.01
577,99.37,97.09,99.64,96.51,347.72K,0.0213,2.127440904,2.13,0.021051268,0.02,0
578,94.81,99.68,99.95,94.01,508.72K,-0.0459,-4.588910134,-4.59,-0.046975368,-0.05,0.01
579,94.95,95.29,95.75,94.29,336.01K,0.0015,0.147663749,0.15,0.001475548,0,0.01
580,93.01,95.1,95.4,91.84,245.01K,-0.0204,-2.043180621,-2.04,-0.020643423,-0.02,0
581,93.26,92.8,93.49,91.14,136.84K,0.0027,0.268788302,0.27,0.002684277,0,0
582,93.4,93.49,94.74,92.5,41.37K,0.0015,0.15011795,0.15,0.001500054,0,0
583,95.41,93.76,95.7,93.24,296.28K,0.0215,2.152034261,2.15,0.02129205,0.02,0
584,91.02,94.4,94.47,89.69,484.06K,-0.046,-4.601194843,-4.6,-0.047104132,-0.05,0.02
585,91.16,92.29,92.34,89.82,337.77K,0.0015,0.153812349,0.15,0.001536942,0,-0.01
586,90.61,91.16,91.3,89.61,278.68K,-0.006,-0.603334796,-0.6,-0.006051622,-0.01,-0.01
587,92.89,90.71,93.37,90.44,279.02K,0.0252,2.516278556,2.52,0.024851415,0.02,-0.02
588,94.77,93.37,95.84,92.66,348.79K,0.0202,2.023899236,2.02,0.020036906,0.02,0.01
589,95.42,95.08,95.82,93.88,276.58K,0.0069,0.685871056,0.69,0.006835297,0.01,0
590,94.94,95.12,95.39,93.45,263.63K,-0.005,-0.503039195,-0.5,-0.005043087,-0.01,0
591,96.89,94.98,97.48,94.34,275.65K,0.0205,2.053928797,2.05,0.020331201,0.02,0
592,96.65,97,97.79,95.9,288.32K,-0.0025,-0.247703581,-0.25,-0.002480109,0,0.01
593,98.67,97.04,99.42,96.99,339.27K,0.0209,2.09001552,2.09,0.020684743,0.02,-0.01
594,96.2,98.79,99.18,95.6,348.00K,-0.025,-2.503293808,-2.5,-0.025351591,-0.03,0
595,95.15,96.1,96.75,94.14,311.45K,-0.0109,-1.091476091,-1.09,-0.010974764,-0.01,0.02
596,97.43,95.09,97.5,93.55,343.49K,0.024,2.3962165,2.4,0.023679578,0.02,0.01
597,98.05,96.72,99.21,96.53,355.10K,0.0064,0.636354306,0.64,0.006343381,0.01,-0.02
598,95.69,97.59,98.88,94.53,403.42K,-0.0241,-2.406935237,-2.41,-0.024363753,-0.02,0
599,97.24,96.03,97.74,95.21,266.46K,0.0162,1.619813983,1.62,0.01606835,0.02,-0.01
600,95.93,97.37,97.69,94.69,203.97K,-0.0135,-1.34718223,-1.35,-0.013563391,-0.01,0
601,97.5,96.16,98.65,95.93,138.05K,0.0164,1.636610028,1.64,0.016233619,0.02,0.01
602,98.14,98.11,99.02,96.64,35.29K,0.0066,0.656410256,0.66,0.006542653,0.01,-0.01
603,99.13,98.36,100.16,97.2,293.97K,0.0101,1.008762992,1.01,0.010037089,0.01,-0.01
604,99.87,99.2,100.19,98.43,223.27K,0.0075,0.746494502,0.75,0.00743722,0.01,-0.01
605,99.2,99.76,99.87,98.52,205.21K,-0.0067,-0.670872134,-0.67,-0.006731326,-0.01,-0.02
606,99.59,99.15,100.62,97.76,332.69K,0.0039,0.393145161,0.39,0.003923744,0,-0.02
607,97.4,99.18,99.5,97.14,304.52K,-0.022,-2.199015965,-2.2,-0.022235547,-0.02,-0.01
608,97.44,97.27,98.01,96.51,236.25K,0.0004,0.041067762,0.04,0.000410593,0,0.02
609,95.7,97.16,97.39,94.95,284.39K,-0.0179,-1.785714286,-1.79,-0.018018506,-0.02,0
610,94.89,96.2,98.6,93.42,398.86K,-0.0085,-0.846394984,-0.85,-0.008499972,-0.01,-0.01
611,93.79,95.02,95.68,93.08,328.18K,-0.0116,-1.159237011,-1.16,-0.011660085,-0.01,-0.01
612,91.93,93.15,93.75,91.22,350.22K,-0.0198,-1.983153854,-1.98,-0.020030823,-0.02,0.01
613,86.63,91.94,92.59,86.04,535.94K,-0.0577,-5.765256173,-5.77,-0.059381242,-0.06,-0.02
614,86.88,86.5,88.32,82.87,512.49K,0.0029,0.288583632,0.29,0.00288168,0,-0.02
615,81.31,85.71,85.73,80.17,521.07K,-0.0641,-6.411141805,-6.41,-0.066258846,-0.07,0.01
616,79.3,81.1,83.05,75.71,605.80K,-0.0247,-2.472020662,-2.47,-0.025030882,-0.03,0.01
617,82.89,81.9,83.14,79.53,520.14K,0.0453,4.527112232,4.53,0.044276299,0.04,-0.01
618,85.72,81.95,85.97,81.03,502.09K,0.0341,3.414163349,3.41,0.033571743,0.03,-0.01
619,85.38,85.55,87.37,84.02,350.09K,-0.004,-0.396640224,-0.4,-0.003974289,0,-0.02
620,87.88,85.59,88.05,84.4,292.80K,0.0293,2.928086203,2.93,0.028860366,0.03,0.04
621,86.65,87.68,87.93,85.62,375.34K,-0.014,-1.399635867,-1.4,-0.014095231,-0.01,0.02
622,87.58,87.1,89,86.65,344.49K,0.0107,1.073283324,1.07,0.010675645,0.01,0.01
623,82.38,87.41,87.53,81.15,331.28K,-0.0594,-5.937428637,-5.94,-0.061209972,-0.06,-0.01
624,82.26,81.3,83.55,79.17,148.81K,-0.0015,-0.145666424,-0.15,-0.001457726,0,0.01
625,84.12,82.42,84.67,81.13,30.15K,0.0226,2.261123268,2.26,0.022359388,0.02,0.01
626,85.44,84.45,86.39,83.4,353.95K,0.0157,1.569186876,1.57,0.015570024,0.02,0.01
627,85.16,85.67,86.59,84.55,294.93K,-0.0033,-0.327715356,-0.33,-0.003282535,0,-0.02
628,85.3,85.17,86.56,83.01,357.82K,0.0016,0.16439643,0.16,0.001642614,0,-0.02
629,85.37,85.09,85.64,82.95,283.26K,0.0008,0.082063306,0.08,0.000820297,0,0
630,87.27,85.33,87.62,85.11,208.61K,0.0223,2.225606185,2.23,0.02201201,0.02,0.01
631,88.9,87.51,89.21,86.46,315.38K,0.0187,1.867766701,1.87,0.018505381,0.02,0.01
632,88.81,88.79,89.54,87.67,317.70K,-0.001,-0.101237345,-0.1,-0.001012886,0,0
633,88.93,88.73,89.9,88.21,282.34K,0.0014,0.135119919,0.14,0.001350287,0,-0.01
634,86.45,88.78,88.99,85.42,307.28K,-0.0279,-2.788710222,-2.79,-0.028283331,-0.03,0.02
635,86.02,86.46,86.6,83.2,316.17K,-0.005,-0.49739734,-0.5,-0.004986385,0,0
636,89.34,86.5,90.48,86.15,313.73K,0.0386,3.859567542,3.86,0.037869489,0.04,-0.04
637,89.05,90.11,90.23,88.4,336.73K,-0.0032,-0.324602642,-0.32,-0.003251306,0,-0.01
638,87.24,88.77,89.5,85.64,349.24K,-0.0203,-2.032565974,-2.03,-0.020535068,-0.02,-0.01
639,88.19,86.7,88.97,85,355.07K,0.0109,1.088950023,1.09,0.010830637,0.01,0.03
640,90.21,88.95,90.52,87.81,364.26K,0.0229,2.290509128,2.29,0.022646708,0.02,0
641,88.91,89.88,90.25,88.21,330.98K,-0.0144,-1.44108192,-1.44,-0.014515664,-0.01,0.02
642,89.4,88.6,90.15,88.01,296.29K,0.0055,0.551119109,0.55,0.00549606,0.01,-0.01
643,87.96,89.11,89.78,87,210.96K,-0.0161,-1.610738255,-1.61,-0.016238516,-0.02,-0.02
644,85.7,87.75,87.75,84.79,132.22K,-0.0257,-2.569349704,-2.57,-0.02602934,-0.03,-0.02
645,86.89,85.84,87.46,85.11,30.00K,0.0139,1.388564761,1.39,0.013790125,0.01,0
646,85.92,86.51,87.99,84.65,298.91K,-0.0112,-1.116354011,-1.12,-0.01122632,-0.01,0.03
647,80.51,84.81,85,79.66,460.00K,-0.063,-6.296554935,-6.3,-0.06503523,-0.07,0.02
648,79.85,80.4,81.81,77.55,427.57K,-0.0082,-0.819773941,-0.82,-0.008231526,-0.01,0
649,80.24,79.64,81.56,77.11,325.67K,0.0049,0.48841578,0.49,0.004872269,0,0.03
650,84.45,81.48,84.77,80.92,313.57K,0.0525,5.246759721,5.25,0.0511375,0.05,0
651,81.21,83.76,84.62,80.49,282.85K,-0.0384,-3.836589698,-3.84,-0.039121251,-0.04,0.01
652,82.14,80.67,83.98,79.64,351.35K,0.0115,1.145179165,1.15,0.011386716,0.01,0
653,79.2,83.07,83.23,78.53,367.96K,-0.0358,-3.579254931,-3.58,-0.03644881,-0.04,-0.02
654,77.61,78.92,79.64,76.25,392.78K,-0.0201,-2.007575758,-2.01,-0.020280014,-0.02,0.02
655,75.67,76.4,78.4,74.95,428.11K,-0.025,-2.499677877,-2.5,-0.025314504,-0.03,-0.01
656,79.68,78.25,79.91,76.94,336.07K,0.053,5.299326021,5.3,0.051636833,0.05,-0.01
657,82.59,79.71,82.9,79.08,386.09K,0.0365,3.652108434,3.65,0.035869995,0.04,0.01
658,82.98,82.57,84,81.36,377.54K,0.0047,0.472212132,0.47,0.004711007,0,0.02
659,85.41,82.75,86.09,82.75,264.83K,0.0293,2.928416486,2.93,0.028863575,0.03,0
660,85.81,85.7,86.64,83.97,362.32K,0.0047,0.468329235,0.47,0.00467236,0,0.03
661,85.57,85.2,86.59,84.52,294.23K,-0.0028,-0.279687682,-0.28,-0.002800795,0,-0.01
662,84.23,84.93,85.39,83.17,360.27K,-0.0157,-1.565969382,-1.57,-0.015783602,-0.02,-0.01
663,86.8,84.47,87.42,83.77,274.85K,0.0305,3.051169417,3.05,0.030055469,0.03,0
664,86.38,87.48,88.18,85.88,227.30K,-0.0048,-0.483870968,-0.48,-0.004850454,0,0
665,88.34,86.2,89.03,85.55,203.77K,0.0227,2.26904376,2.27,0.022436839,0.02,0
666,86.11,88.26,89.51,85.87,112.02K,-0.0252,-2.524337786,-2.52,-0.025567457,-0.03,0
667,85.3,86.1,86.94,84.1,31.26K,-0.0094,-0.940657299,-0.94,-0.009451094,-0.01,-0.01
668,87.4,86.5,88.89,85.95,296.56K,0.0246,2.461899179,2.46,0.024320828,0.02,-0.01
669,91.27,87.05,91.88,87,484.14K,0.0443,4.42791762,4.43,0.043326864,0.04,0
670,93.17,91.69,94.65,91.1,489.37K,0.0208,2.08173551,2.08,0.020603635,0.02,-0.01
671,90.2,92.59,93.92,90,411.45K,-0.0319,-3.18772137,-3.19,-0.032396354,-0.03,-0.01
672,93.96,90.98,94.25,90.74,327.45K,0.0417,4.168514412,4.17,0.040839733,0.04,-0.02
673,93.32,93.93,93.93,92.01,276.76K,-0.0068,-0.681140911,-0.68,-0.006834713,-0.01,-0.01
674,93.19,93.53,93.8,91.36,228.56K,-0.0014,-0.139305615,-0.14,-0.001394027,0,-0.03
675,92.19,92.58,92.88,89.17,351.34K,-0.0107,-1.07307651,-1.07,-0.010788755,-0.01,0.01
676,92.51,91.6,93.79,90.97,265.63K,0.0035,0.347109231,0.35,0.003465082,0,-0.02
677,94.07,92.99,94.61,90.87,299.99K,0.0169,1.686304183,1.69,0.016722439,0.02,0.01
678,94.26,94.24,94.93,92.87,295.46K,0.002,0.201977251,0.2,0.002017736,0,-0.01
679,95.52,94.4,96.11,93.23,321.19K,0.0134,1.336728199,1.34,0.013278728,0.01,0.03
680,96.8,95.87,97.08,95.23,313.57K,0.0134,1.340033501,1.34,0.013311345,0.01,-0.01
681,95.74,96.81,97.84,94.54,445.71K,-0.011,-1.095041322,-1.1,-0.01101081,-0.01,0.01
682,97.78,95.75,98.35,95.2,347.73K,0.0213,2.130770838,2.13,0.021083873,0.02,0.02
683,98.99,97.51,99.4,97.35,282.79K,0.0124,1.237471876,1.24,0.012298778,0.01,0.02
684,98.14,99.3,99.69,97.19,351.52K,-0.0086,-0.858672593,-0.86,-0.008623804,-0.01,0
685,99.37,98.04,99.84,97.51,353.32K,0.0125,1.253311596,1.25,0.012455227,0.01,0
686,102.59,99.32,102.89,98.39,379.61K,0.0324,3.240414612,3.24,0.031890205,0.03,-0.02
687,98.82,101.76,103.37,98.28,194.04K,-0.0367,-3.674822107,-3.67,-0.037440449,-0.04,-0.02
688,97.41,98.61,100.15,96.64,38.55K,-0.0143,-1.426836673,-1.43,-0.014371139,-0.01,-0.02
689,96.92,97.54,97.86,95.24,279.10K,-0.005,-0.503028437,-0.5,-0.005042979,-0.01,0.01
690,98.01,97.2,98.7,96.55,319.25K,0.0112,1.124638877,1.12,0.011183618,0.01,-0.01
691,96.17,97.79,97.87,95.35,283.45K,-0.0188,-1.877359453,-1.88,-0.018952056,-0.02,0
692,96.77,95.79,97.55,94.99,185.84K,0.0062,0.623895186,0.62,0.00621957,0.01,-0.02
693,98.21,97.5,100.74,97.13,311.74K,0.0149,1.488064483,1.49,0.014771014,0.01,-0.01
694,99.79,97.75,100.15,97.23,320.86K,0.0161,1.608797475,1.61,0.015959935,0.02,-0.01
695,100.36,99.48,101.75,98.92,302.86K,0.0057,0.571199519,0.57,0.005695744,0.01,0.03
696,100.2,100.51,101.17,98.87,275.86K,-0.0016,-0.159426066,-0.16,-0.001595533,0,0.01
697,100.96,100,101.56,99.76,245.92K,0.0076,0.758483034,0.76,0.00755621,0.01,0
698,100.99,101.23,102.44,100.24,239.38K,0.0003,0.029714739,0.03,0.000297103,0,0.01
699,101.28,100.45,101.42,100.2,217.03K,0.0029,0.287157144,0.29,0.002867456,0,-0.01
700,100.49,101.11,101.94,99.67,330.53K,-0.0078,-0.780015798,-0.78,-0.007830738,-0.01,-0.01
701,98.34,100.84,101.73,97.71,340.68K,-0.0214,-2.13951637,-2.14,-0.021627358,-0.02,-0.01
702,99.41,98.08,99.91,97.36,318.77K,0.0109,1.088061826,1.09,0.01082185,0.01,-0.01
703,97.77,99.58,99.68,97.54,279.15K,-0.0165,-1.649733427,-1.65,-0.016634931,-0.02,0
704,100.14,97.85,101.25,97.64,380.75K,0.0242,2.424056459,2.42,0.023951425,0.02,0.03
705,94.95,100.33,100.33,94.21,377.48K,-0.0518,-5.182744158,-5.18,-0.05321877,-0.05,0
706,93.87,94.89,95.99,93.31,273.76K,-0.0114,-1.137440758,-1.14,-0.011439591,-0.01,0
707,93.53,93.42,94.79,92.52,205.89K,-0.0036,-0.362203047,-0.36,-0.003628606,0,0
708,93.88,93.76,94.42,92.54,114.56K,0.0037,0.374211483,0.37,0.003735131,0,0
709,97.22,94.14,97.45,94.14,35.84K,0.0356,3.557733277,3.56,0.034959081,0.03,0
710,98.67,97.53,99.25,96.8,219.51K,0.0149,1.491462662,1.49,0.014804497,0.01,0.02
711,99.53,99.03,100.05,98.51,151.56K,0.0087,0.871592176,0.87,0.008678157,0.01,0
712,99.68,99.48,100.23,99.24,95.27K,0.0015,0.150708329,0.15,0.001505949,0,-0.01
713,101.34,99.92,101.77,99.37,124.24K,0.0167,1.665329053,1.67,0.016516145,0.02,0.01
714,99.36,101.25,101.71,99.11,164.66K,-0.0195,-1.953818828,-1.95,-0.019731582,-0.02,0
715,99.65,99.59,99.92,98.3,153.92K,0.0029,0.291867955,0.29,0.002914428,0,0.02
716,98.83,99.78,100.16,98.61,154.06K,-0.0082,-0.82288008,-0.82,-0.008262844,-0.01,0
717,102.96,99.7,103.18,99.65,275.48K,0.0418,4.178893049,4.18,0.040939361,0.04,0.01
718,103.22,102.99,103.74,101.88,271.71K,0.0025,0.252525253,0.25,0.002522069,0,0.01
719,101.81,103.29,103.73,101.3,295.62K,-0.0137,-1.366014338,-1.37,-0.013754302,-0.01,0
720,101.56,101.35,102.8,100.88,290.46K,-0.0025,-0.245555446,-0.25,-0.002458574,0,0.01
721,101.31,101.92,102.15,100.1,311.87K,-0.0025,-0.246159905,-0.25,-0.002464634,0,0
722,102.24,101.3,103.41,101.3,291.27K,0.0092,0.917974534,0.92,0.009137868,0.01,0.01
723,100.87,102.2,102.46,100.55,311.64K,-0.0134,-1.339984351,-1.34,-0.013490432,-0.01,-0.02
724,99.1,101,102.98,98.5,370.51K,-0.0175,-1.754733816,-1.75,-0.017703118,-0.02,0.02
725,98.7,99.2,100.19,97.7,335.62K,-0.004,-0.403632694,-0.4,-0.004044495,0,0.01
726,100.71,98.95,101.01,98.6,322.04K,0.0204,2.036474164,2.04,0.020160153,0.02,0.01
727,100.59,100.91,102.06,99.84,269.39K,-0.0012,-0.119154007,-0.12,-0.001192251,0,0.01
728,100.39,101.14,102.06,99.98,120.17K,-0.002,-0.198826921,-0.2,-0.001990248,0,0.01
729,98.46,100.39,100.74,97.91,34.90K,-0.0192,-1.922502241,-1.92,-0.019412226,-0.02,0
730,99.58,98.34,100.24,97.4,238.96K,0.0114,1.137517774,1.14,0.011310967,0.01,0
731,98.95,99.88,100.18,98.25,242.48K,-0.0063,-0.63265716,-0.63,-0.006346669,-0.01,0.01
732,99.4,99.2,100.4,97.53,322.79K,0.0045,0.454775139,0.45,0.004537442,0,0
733,99.7,99.96,101.39,99.23,260.74K,0.003,0.301810865,0.3,0.003013563,0,0
734,99.56,99.93,100.63,99.13,253.46K,-0.0014,-0.140421264,-0.14,-0.001405199,0,0
735,98.78,100,100.05,98.43,215.83K,-0.0078,-0.783447168,-0.78,-0.007865322,-0.01,0.02
736,98.48,98.88,101.29,97.86,373.89K,-0.003,-0.303705203,-0.3,-0.003041673,0,0
737,97.61,98.38,99.49,97.11,293.55K,-0.0088,-0.883428107,-0.88,-0.008873535,-0.01,0.01
738,96.36,97.11,97.99,95.44,331.24K,-0.0128,-1.280606495,-1.28,-0.012888769,-0.01,0.01
739,97.84,96.61,98.03,96.01,318.64K,0.0154,1.535907015,1.54,0.015242314,0.02,-0.02
740,96.91,97.74,97.75,96.38,257.72K,-0.0095,-0.95053148,-0.95,-0.009550779,-0.01,0
741,98.41,97.13,99.13,95.84,400.23K,0.0155,1.547827882,1.55,0.015359712,0.02,-0.01
742,98.71,98.77,100.09,98.1,364.74K,0.003,0.304847068,0.3,0.003043834,0,-0.03
743,99.84,99.1,100.18,98.66,295.43K,0.0114,1.144767501,1.14,0.011382646,0.01,0.02
744,98.67,99.89,99.89,97.32,307.56K,-0.0117,-1.171875,-1.17,-0.011787956,-0.01,0
745,100.91,99.33,100.87,99.09,268.06K,0.0227,2.270193575,2.27,0.022448082,0.02,-0.01
746,100.74,100.73,101.84,100.28,314.29K,-0.0017,-0.168466951,-0.17,-0.00168609,0,0
747,101.8,100.9,102.54,100.61,278.27K,0.0105,1.052213619,1.05,0.010467164,0.01,0
748,102.31,101.9,102.69,100.84,197.31K,0.005,0.500982318,0.5,0.004997316,0,-0.02
749,103.24,102.35,104.14,102.25,134.50K,0.0091,0.909002053,0.91,0.009048955,0.01,-0.01
750,105.84,104.65,106.07,104.26,32.98K,0.0252,2.518403719,2.52,0.024872145,0.02,0
751,106.28,106.01,106.72,105.61,241.33K,0.0042,0.415721844,0.42,0.004148601,0,0.02
752,107.83,105.95,108.74,105.45,325.66K,0.0146,1.458411743,1.46,0.014478792,0.01,0
753,109.77,108.66,109.95,107.95,267.71K,0.018,1.799128257,1.8,0.017831355,0.02,0.01
754,108.56,109.67,109.77,107.27,277.60K,-0.011,-1.102304819,-1.1,-0.011084252,-0.01,0.01
755,106.55,107.95,108.79,106.3,278.72K,-0.0185,-1.851510685,-1.85,-0.018688657,-0.02,-0.01
756,107.07,106.46,107.43,104.84,353.13K,0.0049,0.488033787,0.49,0.004868468,0,-0.01
757,108.84,106.82,110.55,106.55,389.84K,0.0165,1.653124124,1.65,0.016396088,0.02,-0.01
758,106.7,108.75,109.03,105.8,299.66K,-0.0197,-1.966188901,-1.97,-0.019857756,-0.02,0
759,106.72,106.75,107.42,105.5,237.45K,0.0002,0.018744142,0.02,0.000187424,0,0.02
760,104.7,107.11,107.34,104.51,332.56K,-0.0189,-1.892803598,-1.89,-0.019109464,-0.02,-0.02
761,106.16,104.93,106.55,104.35,333.24K,0.0139,1.394460363,1.39,0.013848272,0.01,0.01
762,106.58,106.24,107.2,105.84,296.55K,0.004,0.395629239,0.4,0.003948487,0,-0.02
763,107.4,106.91,108.2,106.13,292.69K,0.0077,0.769375117,0.77,0.007664305,0.01,0.01
764,106.34,107.5,107.56,105.38,234.73K,-0.0099,-0.986964618,-0.99,-0.009918674,-0.01,-0.01
765,106.71,106.55,107.35,105.67,282.35K,0.0035,0.347940568,0.35,0.003473367,0,0
766,105.43,106.69,107.02,105.12,283.51K,-0.012,-1.199512698,-1.2,-0.012067649,-0.01,0.02
767,105.11,105.5,106.18,103.78,371.04K,-0.003,-0.303518923,-0.3,-0.003039805,0,0
768,107.06,105.44,107.34,105.13,192.99K,0.0186,1.855199315,1.86,0.018382004,0.02,0.01
769,108.09,107.18,108.24,106.55,110.35K,0.0096,0.96207734,0.96,0.009574788,0.01,-0.01
770,105.61,107.82,107.91,105.35,26.44K,-0.0229,-2.294384309,-2.29,-0.02321115,-0.02,-0.02
771,107.27,106.33,107.64,106.06,252.60K,0.0157,1.57182085,1.57,0.015595957,0.02,0
772,105.35,106.81,107.12,104.5,295.47K,-0.0179,-1.789876014,-1.79,-0.01806088,-0.02,0
773,106.87,105.52,108.25,105.16,260.27K,0.0144,1.442809682,1.44,0.014325002,0.01,0.01
774,107.03,106.79,107.32,106.19,162.28K,0.0015,0.149714607,0.15,0.001496026,0,-0.01
775,107.33,107.09,107.73,106.52,209.04K,0.0028,0.280295244,0.28,0.002799031,0,0
776,105.41,106.81,106.94,104.67,309.06K,-0.0179,-1.788875431,-1.79,-0.018050692,-0.02,0.01
777,102.78,105.58,105.7,102.13,319.99K,-0.025,-2.495019448,-2.5,-0.025266727,-0.03,0
778,103.02,103.29,104.15,102.78,244.16K,0.0023,0.233508465,0.23,0.002332363,0,0.01
779,105.23,103.27,105.49,102.06,278.10K,0.0215,2.145214521,2.15,0.021225287,0.02,-0.01
780,104.01,105.04,105.18,103.59,245.54K,-0.0116,-1.1593652,-1.16,-0.011661382,-0.01,-0.02
781,101.47,104.09,104.12,101.08,300.73K,-0.0244,-2.442072878,-2.44,-0.02472386,-0.02,0.01
782,103.31,101.96,103.4,101.37,242.90K,0.0181,1.813343845,1.81,0.017970989,0.02,0
