time,Price,Open,High,Low,Vol.,Change_g,Change_cal,Change_r,Change_ln,oil,sensex
1307,100.84,100.49,101.52,100.33,231.59K,0.0024,0.238568588,0.24,0.002382845,0,0.01
1308,101.28,100.89,102.2,100.71,218.69K,0.0044,0.436334788,0.44,0.004353856,0,0
1309,99.74,100.76,100.76,99.35,282.98K,-0.0152,-1.520537125,-1.52,-0.015322158,-0.02,0.01
1310,99.42,99.72,99.89,98.74,235.46K,-0.0032,-0.320834169,-0.32,-0.003213499,0,0.01
1311,99.76,99.17,100.14,99.17,213.63K,0.0034,0.341983504,0.34,0.003414001,0,0.01
1312,99.48,99.96,100.44,98.91,190.00K,-0.0028,-0.280673617,-0.28,-0.002810682,0,0
1313,99.5,99.38,100.42,99.32,251.21K,0.0002,0.020104544,0.02,0.000201025,0,0
1314,100.77,99.83,100.99,99.78,291.27K,0.0128,1.27638191,1.28,0.012683048,0.01,0
1315,100.26,100.82,100.93,99.87,252.61K,-0.0051,-0.506103007,-0.51,-0.00507388,-0.01,-0.01
1316,99.99,100.27,101.18,99.71,271.34K,-0.0027,-0.26929982,-0.27,-0.002696631,0,0
1317,100.59,100.12,100.93,99.93,211.65K,0.006,0.600060006,0.6,0.005982668,0.01,0.01
1318,101.7,100.63,102.05,100.36,253.59K,0.011,1.103489412,1.1,0.010974454,0.01,-0.01
1319,102.37,101.91,102.65,101.83,234.48K,0.0066,0.658800393,0.66,0.006566398,0.01,0
1320,101.5,102.03,102.26,101.27,276.06K,-0.0085,-0.849858357,-0.85,-0.008534902,-0.01,0
1321,102.02,101.56,102.23,101.39,147.90K,0.0051,0.512315271,0.51,0.005110074,0.01,0
1322,102.61,102.13,103.09,101.97,121.11K,0.0058,0.578317977,0.58,0.005766521,0.01,0.01
1323,102.44,102.6,102.86,102.1,48.32K,-0.0017,-0.16567586,-0.17,-0.001658133,0,0
1324,104.07,102.96,104.29,102.78,272.13K,0.0159,1.591175322,1.59,0.015786488,0.02,-0.01
1325,103.74,103.85,104.22,103.55,159.18K,-0.0032,-0.317094263,-0.32,-0.003175981,0,0
1326,104.35,103.71,104.5,103.64,160.56K,0.0059,0.588008483,0.59,0.005862865,0.01,0.01
1327,104.28,104.2,104.38,103.93,-,-0.0007,-0.067081936,-0.07,-0.000671044,0,0
1328,104.11,104.34,104.5,103.57,174.39K,-0.0016,-0.163022631,-0.16,-0.001631557,0,0.01
1329,102.72,104.14,104.39,102.64,239.13K,-0.0134,-1.335126309,-1.34,-0.013441193,-0.01,0
1330,103.58,103.06,103.94,102.61,205.51K,0.0084,0.837227414,0.84,0.008337421,0.01,0.01
1331,102.71,103.51,103.56,102.4,169.73K,-0.0084,-0.839930489,-0.84,-0.008434778,-0.01,0.01
1332,102.47,102.92,103.35,102.1,159.04K,-0.0023,-0.233667608,-0.23,-0.00233941,0,-0.02
1333,102.66,102.44,102.86,102.23,160.21K,0.0019,0.185420123,0.19,0.001852484,0,-0.01
1334,102.64,102.79,103.69,102.34,208.54K,-0.0002,-0.019481785,-0.02,-0.000194837,0,0
1335,102.48,102.37,102.69,101.6,200.40K,-0.0016,-0.155884645,-0.16,-0.001560063,0,-0.01
1336,102.66,102.44,103.07,102.3,197.76K,0.0018,0.175644028,0.18,0.0017549,0,0
1337,104.41,102.78,104.57,102.62,246.72K,0.017,1.704656147,1.7,0.016902899,0.02,0.01
1338,104.35,104.46,105.06,103.98,255.60K,-0.0006,-0.05746576,-0.06,-0.000574823,0,0.01
1339,104.4,104.3,104.81,104.17,187.73K,0.0005,0.047915668,0.05,0.000479042,0,0
1340,106.53,104.47,106.95,104.35,321.50K,0.0204,2.040229885,2.04,0.02019696,0.02,0
1341,106.91,106.84,107.68,106.37,255.39K,0.0036,0.356707031,0.36,0.003560723,0,0
1342,106.9,106.88,107.54,106.57,204.79K,-0.0001,-0.009353662,-0.01,-9.3541E-05,0,0.01
1343,106.36,106.59,107.18,106.01,252.97K,-0.0051,-0.505144995,-0.51,-0.005064252,-0.01,0
1344,105.97,106.6,106.97,105.8,176.26K,-0.0037,-0.366679203,-0.37,-0.003673531,0,0
1345,106.43,106.11,106.7,105.32,123.12K,0.0043,0.434085118,0.43,0.004331457,0,-0.01
1346,107.26,106.6,107.73,106.33,31.67K,0.0078,0.779855304,0.78,0.007768302,0.01,-0.01
1347,106.17,107.42,107.45,105.91,175.47K,-0.0102,-1.016222264,-1.02,-0.010214211,-0.01,0
1348,106.03,106.02,106.46,105.25,175.21K,-0.0013,-0.131863992,-0.13,-0.00131951,0,-0.01
1349,106.5,106.14,107.5,105.47,249.06K,0.0044,0.443270772,0.44,0.004422912,0,-0.02
1350,105.84,106.71,106.81,105.03,195.72K,-0.0062,-0.61971831,-0.62,-0.006216465,-0.01,0.01
1351,105.74,105.64,106.19,105.33,128.98K,-0.0009,-0.094482237,-0.09,-0.000945269,0,0.01
1352,105.37,105.69,105.76,104.66,215.33K,-0.0035,-0.349914886,-0.35,-0.003505285,0,-0.01
1353,105.34,105.44,106.09,104.6,221.69K,-0.0003,-0.028471102,-0.03,-0.000284752,0,0
1354,104.48,105.21,105.53,104.1,240.07K,-0.0082,-0.816404025,-0.82,-0.008197549,-0.01,-0.01
1355,104.06,104.27,104.29,103.67,169.94K,-0.004,-0.401990812,-0.4,-0.00402801,0,0.01
1356,103.76,104.11,104.13,103.64,-,-0.0029,-0.288295214,-0.29,-0.002887116,0,0.01
1357,103.53,104.06,104.09,103.19,189.25K,-0.0022,-0.221665382,-0.22,-0.002219114,0,0
1358,103.4,103.39,104.2,103.01,249.38K,-0.0013,-0.125567468,-0.13,-0.001256464,0,0.01
1359,102.29,103.45,103.6,101.85,250.99K,-0.0107,-1.073500967,-1.07,-0.010793046,-0.01,0.01
1360,102.93,101.95,103,101.55,238.08K,0.0063,0.625672109,0.63,0.006237229,0.01,0
1361,100.83,102.86,102.92,100.44,272.55K,-0.0204,-2.04022151,-2.04,-0.020613215,-0.02,0
1362,100.91,100.46,101.2,100.22,252.68K,0.0008,0.079341466,0.08,0.0007931,0,0
1363,99.96,100.93,101.06,99.01,331.20K,-0.0094,-0.94143296,-0.94,-0.009458925,-0.01,0
1364,101.2,100.21,101.6,100.07,240.20K,0.0124,1.240496198,1.24,0.012328651,0.01,0
1365,103.19,101.49,103.9,101.27,342.87K,0.0197,1.966403162,1.97,0.019473192,0.02,0
1366,103.13,103.72,103.94,102.58,172.53K,-0.0006,-0.058145169,-0.06,-0.000581621,0,0
1367,104.59,102.97,104.99,102.65,126.99K,0.0142,1.415688936,1.42,0.014057616,0.01,0
1368,104.42,104.58,105.25,103.89,43.19K,-0.0016,-0.16253944,-0.16,-0.001626717,0,0.01
1369,103.12,101.96,103.34,101.79,260.65K,-0.0124,-1.244972228,-1.24,-0.012527869,-0.01,0.01
1370,102.07,103.2,103.31,101.88,194.40K,-0.0102,-1.018231187,-1.02,-0.010234506,-0.01,0
1371,102.09,102.04,102.53,101,284.92K,0.0002,0.019594396,0.02,0.000195925,0,0
1372,101.67,101.87,102.1,100.9,197.82K,-0.0041,-0.411401704,-0.41,-0.004122503,0,0
1373,100.97,101.6,101.83,100.37,258.06K,-0.0069,-0.688502016,-0.69,-0.006908831,-0.01,0.01
1374,100.27,101.03,101.67,99.42,263.97K,-0.0069,-0.69327523,-0.69,-0.006956895,-0.01,0
1375,98.17,99.47,99.85,97.6,335.79K,-0.0209,-2.094345268,-2.09,-0.021165878,-0.02,-0.01
1376,97.88,97.7,98.1,97.09,274.99K,-0.003,-0.295405928,-0.3,-0.002958431,0,0
1377,98.29,97.67,98.67,97.43,204.26K,0.0042,0.418880262,0.42,0.004180054,0,0
1378,97.38,98.41,98.67,97,242.24K,-0.0093,-0.925831722,-0.93,-0.009301442,-0.01,-0.01
1379,96.92,97.62,98.13,96.69,263.60K,-0.0047,-0.472376258,-0.47,-0.004734955,0,-0.01
1380,97.34,96.89,97.72,96.55,286.53K,0.0043,0.43334709,0.43,0.004324108,0,0.01
1381,97.65,97.64,98.45,97.15,266.01K,0.0032,0.318471338,0.32,0.003179653,0,0.02
1382,98.08,97.54,98.58,97.37,241.49K,0.0044,0.440348182,0.44,0.004393815,0,0
1383,97.37,97.84,97.94,96.81,242.59K,-0.0072,-0.723898858,-0.72,-0.007265317,-0.01,0
1384,97.59,97.2,97.78,96.75,253.70K,0.0023,0.225942282,0.23,0.002256874,0,-0.02
1385,95.58,97.3,97.59,95.26,350.62K,-0.0206,-2.059637258,-2.06,-0.020811436,-0.02,0
1386,97.35,95.5,97.41,95.32,269.75K,0.0185,1.851851852,1.85,0.018349139,0.02,-0.01
1387,96.41,97.1,97.16,95.81,157.54K,-0.0097,-0.965588084,-0.97,-0.009702801,-0.01,0.01
1388,94.48,96.56,97.05,94.26,109.04K,-0.02,-2.001867026,-2,-0.020221759,-0.02,0
1389,96.07,94.7,96.47,94.7,22.89K,0.0168,1.682895851,1.68,0.016688921,0.02,0
1390,93.96,93.49,94.45,92.5,226.34K,-0.022,-2.196315187,-2.2,-0.022207933,-0.02,0
1391,93.65,93.89,94.04,92.92,191.46K,-0.0033,-0.329927629,-0.33,-0.003304731,0,-0.01
1392,93.35,93.34,93.95,93.05,137.42K,-0.0032,-0.320341698,-0.32,-0.003208559,0,0
1393,93.86,93.36,94.35,93.35,176.28K,0.0055,0.546331012,0.55,0.00544844,0.01,0.01
1394,93.88,93.88,94.24,93.36,174.91K,0.0002,0.021308332,0.02,0.000213061,0,-0.01
1395,94.55,93.75,94.71,93.45,262.29K,0.0071,0.713677035,0.71,0.007111424,0.01,0
1396,95.96,94.56,96,94.48,234.97K,0.0149,1.491274458,1.49,0.014802643,0.01,0
1397,95.83,95.76,95.9,95.51,-,-0.0014,-0.135473114,-0.14,-0.00135565,0,-0.01
1398,92.88,95.81,95.91,92.68,320.36K,-0.0308,-3.078367943,-3.08,-0.031267451,-0.03,0
1399,95.54,93.28,95.83,93.06,294.40K,0.0286,2.863910422,2.86,0.028236671,0.03,0.01
1400,94.45,95.07,95.39,94.16,254.14K,-0.0114,-1.1408834,-1.14,-0.011474414,-0.01,0.01
1401,93.29,94.57,94.99,92.86,261.39K,-0.0123,-1.228163049,-1.23,-0.012357673,-0.01,0.01
1402,92.66,93.49,93.62,91.8,277.99K,-0.0068,-0.675313538,-0.68,-0.006776041,-0.01,0
1403,92.75,93.11,93.94,92.52,275.88K,0.001,0.09712929,0.1,0.000970821,0,0
1404,91.67,92.79,93.03,91.22,295.31K,-0.0116,-1.164420485,-1.16,-0.01171253,-0.01,0
1405,92.83,91.71,93.44,90.43,403.18K,0.0127,1.265408531,1.27,0.012574691,0.01,0.01
1406,92.27,93.05,93.67,91.96,297.77K,-0.006,-0.603253259,-0.6,-0.006050802,-0.01,0.01
1407,92.92,92.13,93.03,90.63,260.51K,0.007,0.704454319,0.7,0.007019846,0.01,0.02
1408,94.88,92.81,95.19,92.46,294.72K,0.0211,2.109341369,2.11,0.020874027,0.02,0
1409,94.42,94.71,95.06,93.74,305.83K,-0.0048,-0.484822934,-0.48,-0.00486002,0,0
1410,93.07,93.97,94.82,92.85,170.77K,-0.0143,-1.429781826,-1.43,-0.014401017,-0.01,0
1411,92.41,92.97,93.22,91.85,92.78K,-0.0071,-0.709143655,-0.71,-0.0071167,-0.01,0
1412,91.52,92.22,92.64,91.2,23.94K,-0.0096,-0.963099232,-0.96,-0.00967767,-0.01,0
1413,91.56,90.7,92.09,90.58,247.77K,0.0004,0.043706294,0.04,0.000436967,0,0
1414,92.8,91.72,93.29,91.12,282.63K,0.0135,1.354303189,1.35,0.013452145,0.01,0
1415,92.53,92.89,93.54,92.05,248.85K,-0.0029,-0.290948276,-0.29,-0.002913724,0,0
1416,93.54,92.47,93.86,92.23,258.89K,0.0109,1.09153788,1.09,0.010856236,0.01,0
1417,94.57,93.35,94.64,92.74,261.25K,0.011,1.101133205,1.1,0.010951149,0.01,0
1418,91.16,94.34,94.9,90.86,429.25K,-0.0361,-3.605794649,-3.61,-0.036724097,-0.04,0
1419,90.73,91.36,92.96,90.47,389.25K,-0.0047,-0.471698113,-0.47,-0.004728141,0,0
1420,91.01,90.74,91.54,88.18,449.55K,0.0031,0.308607958,0.31,0.003081327,0,0.01
1421,89.74,91.38,91.79,89.36,342.80K,-0.014,-1.395451049,-1.4,-0.01405279,-0.01,0.01
1422,90.34,89.77,90.74,88.76,276.61K,0.0067,0.668598172,0.67,0.00666373,0.01,-0.01
1423,88.85,90.45,90.57,88.38,300.11K,-0.0165,-1.649324773,-1.65,-0.016630776,-0.02,0
1424,87.31,88.43,88.63,86.83,373.75K,-0.0173,-1.733258301,-1.73,-0.017484551,-0.02,0
1425,85.77,87.73,87.95,84.06,345.02K,-0.0176,-1.763830031,-1.76,-0.017795709,-0.02,0.01
1426,85.82,84.39,86.29,83.59,396.53K,0.0006,0.058295441,0.06,0.000582785,0,0
1427,85.74,85.2,85.87,84.07,292.35K,-0.0009,-0.093218364,-0.09,-0.000932618,0,0
1428,81.84,84.98,85.6,81.32,475.83K,-0.0455,-4.548635409,-4.55,-0.04655334,-0.05,0
1429,81.78,82.32,82.45,80.01,487.72K,-0.0007,-0.073313783,-0.07,-0.000733407,0,0
1430,82.7,81.06,84.83,79.78,424.52K,0.0112,1.12496943,1.12,0.011186887,0.01,0
1431,82.75,83.18,84.45,82.44,174.14K,0.0006,0.060459492,0.06,0.000604412,0,-0.01
1432,82.71,83.13,83.48,81.55,83.70K,-0.0005,-0.048338369,-0.05,-0.000483501,0,-0.01
1433,82.81,82.76,84.05,82.29,23.44K,0.0012,0.120904365,0.12,0.001208313,0,0
1434,80.52,82.55,83.15,80.22,352.22K,-0.0277,-2.765366502,-2.77,-0.028043226,-0.03,-0.01
1435,82.09,80.42,82.37,80.05,354.84K,0.0195,1.94982613,1.95,0.019310606,0.02,-0.01
1436,81.01,81.95,81.95,80.36,272.51K,-0.0132,-1.315629187,-1.32,-0.013243603,-0.01,0
1437,81,81.27,81.29,79.44,285.33K,-0.0001,-0.012344155,-0.01,-0.000123449,0,-0.02
1438,81.42,80.64,81.66,80.36,226.07K,0.0052,0.518518519,0.52,0.005171788,0.01,0
1439,82.2,81.55,82.88,81.44,283.76K,0.0096,0.957995578,0.96,0.009534359,0.01,0.02
1440,81.12,81.93,82.09,80.72,270.07K,-0.0131,-1.313868613,-1.31,-0.013225762,-0.01,0.01
1441,80.54,81.04,81.27,79.55,294.18K,-0.0071,-0.714990138,-0.71,-0.007175584,-0.01,0.01
1442,78.78,80.59,80.98,78.08,386.05K,-0.0219,-2.185249565,-2.19,-0.022094798,-0.02,-0.01
1443,77.19,78.22,78.41,75.84,432.76K,-0.0202,-2.018278751,-2.02,-0.020389243,-0.02,-0.01
1444,78.68,77.36,79.35,76.46,447.69K,0.0193,1.930301853,1.93,0.019119079,0.02,0
1445,77.91,78.87,78.98,77.12,292.90K,-0.0098,-0.978647687,-0.98,-0.009834679,-0.01,0.01
1446,78.65,77.86,79.41,77.47,306.08K,0.0095,0.949813888,0.95,0.009453315,0.01,0
1447,77.4,78.5,79.85,77.13,319.49K,-0.0159,-1.589319771,-1.59,-0.016020849,-0.02,0
1448,77.94,77.18,78.04,76.42,314.31K,0.007,0.697674419,0.7,0.006952519,0.01,0
1449,77.18,77.5,78.08,76.63,359.95K,-0.0098,-0.975109058,-0.98,-0.009798944,-0.01,0.01
1450,74.21,76.95,77.16,74.07,447.01K,-0.0385,-3.848147188,-3.85,-0.039241444,-0.04,0
1451,75.82,74.36,76.3,73.25,355.25K,0.0217,2.169518933,2.17,0.021463198,0.02,-0.03
1452,75.64,75.93,76.18,74.71,279.46K,-0.0024,-0.237404379,-0.24,-0.002376866,0,0
1453,74.61,75.49,76.44,74.12,186.21K,-0.0136,-1.361713379,-1.36,-0.013710697,-0.01,0.01
1454,74.58,74.23,75.4,73.88,116.28K,-0.0004,-0.040209087,-0.04,-0.000402172,0,0.01
1455,75.58,74.25,75.76,74.17,28.25K,0.0134,1.340842049,1.34,0.013319323,0.01,0
1456,76.51,76.29,77.83,75.62,275.32K,0.0123,1.230484255,1.23,0.012229753,0.01,-0.01
1457,75.78,76.62,77.02,75.45,194.75K,-0.0095,-0.954123644,-0.95,-0.009587046,-0.01,0
1458,74.09,75.51,76.58,73.71,294.45K,-0.0223,-2.230139879,-2.23,-0.022553835,-0.02,0.03
1459,73.69,73.87,74.48,73.3,258.38K,-0.0054,-0.539883925,-0.54,-0.005413466,-0.01,0
1460,68.55,73.54,73.55,67.77,-,-0.0698,-6.975166237,-6.98,-0.072303699,-0.07,0
1461,66.15,73.5,73.56,65.69,552.88K,-0.035,-3.501094092,-3.5,-0.035638515,-0.04,0.02
1462,69,66,69.54,63.72,504.12K,0.0431,4.308390023,4.31,0.042181614,0.04,0
1463,66.88,69.24,69.32,66.67,360.30K,-0.0307,-3.072463768,-3.07,-0.031206536,-0.03,0
1464,67.38,67.6,68.23,66.8,293.48K,0.0075,0.747607656,0.75,0.007448269,0.01,0.01
1465,66.81,67.4,68.22,66.09,237.01K,-0.0085,-0.845948353,-0.85,-0.008495468,-0.01,0.01
1466,65.84,66.8,66.89,65.17,276.53K,-0.0145,-1.451878461,-1.45,-0.014625214,-0.01,0
1467,63.05,65.46,65.55,62.78,330.08K,-0.0424,-4.237545565,-4.24,-0.043299494,-0.04,0
1468,63.82,63.01,64.2,62.25,322.80K,0.0122,1.221252974,1.22,0.012138558,0.01,-0.02
1469,60.94,63.33,63.43,60.43,456.17K,-0.0451,-4.512691946,-4.51,-0.046176847,-0.05,0
1470,59.95,61.12,61.68,58.96,392.49K,-0.0162,-1.624548736,-1.62,-0.016378892,-0.02,0
1471,57.81,59.17,59.57,57.34,414.22K,-0.0357,-3.569641368,-3.57,-0.03634911,-0.04,0
1472,55.91,57.07,58.73,55.02,424.95K,-0.0329,-3.286628611,-3.29,-0.033418516,-0.03,0
1473,55.93,55.4,57.15,53.6,518.78K,0.0004,0.035771776,0.04,0.000357654,0,0
1474,56.47,55.5,58.98,54.21,351.98K,0.0097,0.96549258,0.97,0.009608615,0.01,-0.02
1475,54.11,55.83,58.73,54.05,106.32K,-0.0418,-4.1792102,-4.18,-0.042690512,-0.04,0
1476,56.52,55.5,56.91,54.2,26.47K,0.0445,4.453890224,4.45,0.043575546,0.04,0.01
1477,55.26,57.75,58.53,55.13,277.32K,-0.0223,-2.229299363,-2.23,-0.022545238,-0.02,0.01
1478,57.12,55.39,57.56,55.06,274.00K,0.0337,3.365906623,3.37,0.033104999,0.03,0.01
1479,55.84,56.8,57.15,55.07,174.97K,-0.0224,-2.240896359,-2.24,-0.02266386,-0.02,0
1480,55.92,55.87,56.05,55.73,-,0.0014,0.143266476,0.14,0.001431639,0,0.01
1481,54.73,55.86,56.59,54.51,127.20K,-0.0213,-2.128040057,-2.13,-0.021510093,-0.02,0
1482,53.61,55.05,55.74,52.9,241.38K,-0.0205,-2.046409647,-2.05,-0.020676387,-0.02,-0.01
1483,54.12,53.72,54.32,52.7,218.56K,0.0095,0.951315053,0.95,0.009468185,0.01,-0.01
1484,53.27,53.87,54.02,52.44,233.52K,-0.0157,-1.570583888,-1.57,-0.015830482,-0.02,0
1485,54.56,53.73,54.85,53.72,-,0.0243,2.42162568,2.42,0.023927693,0.02,0
1486,52.69,53.76,55.11,52.03,268.71K,-0.0344,-3.427419355,-3.43,-0.034875329,-0.03,-0.01
1487,50.04,52.61,52.73,49.68,375.78K,-0.0503,-5.029417347,-5.03,-0.051602999,-0.05,0.02
1488,47.93,50,50.37,47.55,451.64K,-0.0422,-4.216626699,-4.22,-0.043081072,-0.04,0
1489,48.65,48,49.31,46.83,460.08K,0.015,1.502190695,1.5,0.014910195,0.01,0
1490,48.79,48.78,49.65,47.73,362.08K,0.0029,0.287769784,0.29,0.002873565,0,0
1491,48.36,48.92,49.61,47.16,421.01K,-0.0088,-0.881328141,-0.88,-0.008852348,-0.01,-0.01
1492,46.07,48.19,48.19,45.62,394.95K,-0.0474,-4.735318445,-4.74,-0.048511047,-0.05,0
1493,45.89,45.69,46.79,44.2,476.54K,-0.0039,-0.390709789,-0.39,-0.003914751,0,-0.02
1494,48.48,46.16,48.91,45.01,510.25K,0.0564,5.64393114,5.64,0.054904113,0.05,0
1495,46.25,48.6,51.27,46.07,478.34K,-0.046,-4.599834983,-4.6,-0.047089878,-0.05,0
1496,48.69,46.35,48.87,45.95,175.63K,0.0528,5.275675676,5.28,0.051412206,0.05,0.01
1497,48.85,48.95,49.06,48.78,-,0.0032,0.328609571,0.33,0.003280708,0,-0.01
1498,47.78,48.84,49.19,47.64,-,-0.0218,-2.19037871,-2.19,-0.022147237,-0.02,0
1499,46.39,48.69,48.77,45.89,49.74K,-0.0291,-2.909167015,-2.91,-0.029523223,-0.03,0.01
1500,47.78,46.69,48.2,46.55,340.25K,0.03,2.996335417,3,0.029523223,0.03,0
1501,46.31,47.35,49.09,45.87,426.83K,-0.0308,-3.076601088,-3.08,-0.031249221,-0.03,-0.01
1502,45.59,46.63,47.76,45.21,374.29K,-0.0155,-1.554739797,-1.55,-0.015669526,-0.02,-0.01
1503,45.15,45.2,46.41,44.35,310.64K,-0.0097,-0.965123931,-0.97,-0.009698114,-0.01,0
1504,46.23,45.13,46.55,44.81,313.14K,0.0239,2.392026578,2.39,0.023638658,0.02,0
1505,44.45,45.83,45.83,44.08,365.44K,-0.0385,-3.850313649,-3.85,-0.039263976,-0.04,0
1506,44.53,44.43,44.96,43.58,300.73K,0.0018,0.179977503,0.18,0.001798157,0,-0.02
1507,48.24,44.63,48.35,44.31,454.14K,0.0833,8.331461936,8.33,0.080025433,0.08,0
1508,49.57,47.59,50.56,46.67,511.41K,0.0276,2.757048093,2.76,0.02719726,0.03,0.02
1509,53.05,49.79,54.24,49.69,644.92K,0.0702,7.020375227,7.02,0.067849053,0.07,0
1510,48.45,51.67,52.56,47.95,577.52K,-0.0867,-8.671065033,-8.67,-0.090702527,-0.09,0.01
1511,50.48,48.67,52.1,47.36,596.85K,0.0419,4.189886481,4.19,0.04104488,0.04,0.01
1512,51.69,50.86,53.16,50.72,584.98K,0.024,2.396988906,2.4,0.023687121,0.02,0
1513,52.86,52.01,53.99,51.65,536.36K,0.0226,2.263493906,2.26,0.02238257,0.02,0.01
1514,50.02,52.43,52.65,49.86,501.70K,-0.0537,-5.372682558,-5.37,-0.055223984,-0.06,0.01
1515,48.84,50.98,51.14,48.05,519.27K,-0.0236,-2.359056377,-2.36,-0.023873276,-0.02,0
1516,51.21,49.42,51.6,49.14,563.66K,0.0485,4.852579853,4.85,0.047385176,0.05,0.01
1517,52.78,51.35,53.43,51.03,437.07K,0.0307,3.065807459,3.07,0.030197506,0.03,-0.01
1518,54.06,53.75,54.42,53.71,-,0.0242,2.425161046,2.43,0.02396221,0.02,0
1519,53.61,54.04,54.08,52.92,-,-0.0082,-0.832408435,-0.83,-0.008358923,-0.01,-0.01
1520,53.53,52.75,54.15,50.81,518.80K,-0.0015,-0.149225891,-0.15,-0.001493373,0,-0.02
1521,52.14,53.24,53.41,50.32,257.48K,-0.026,-2.596674762,-2.6,-0.026309836,-0.03,-0.01
1522,51.16,50.55,52.14,49.15,125.21K,-0.0188,-1.879555044,-1.88,-0.018974432,-0.02,0.01
1523,50.34,51.24,51.85,49.91,30.66K,-0.016,-1.602814699,-1.6,-0.016157987,-0.02,-0.01
1524,49.45,50.75,50.99,48.67,475.38K,-0.0177,-1.767977751,-1.77,-0.017837932,-0.02,-0.01
1525,49.28,49.42,50.33,48.68,293.10K,-0.0034,-0.343781598,-0.34,-0.003443739,0,-0.01
1526,50.99,49.16,51.28,48.43,429.52K,0.0347,3.469967532,3.47,0.034111216,0.03,0.01
1527,48.17,51,51.22,47.8,459.58K,-0.0553,-5.530496176,-5.53,-0.056893114,-0.06,-0.01
1528,49.76,48.97,49.94,48.46,399.49K,0.033,3.300809633,3.3,0.032475028,0.03,-0.01
1529,49.59,49.45,51.04,48.71,427.18K,-0.0034,-0.341639871,-0.34,-0.003422248,0,0.02
1530,50.52,49.8,50.83,49.45,370.60K,0.0188,1.8753781,1.88,0.018580097,0.02,0
1531,51.53,50.61,51.99,49.6,463.99K,0.02,1.999208234,2,0.019794865,0.02,-0.03
1532,50.76,51.62,52.4,50.61,370.95K,-0.0149,-1.49427518,-1.49,-0.015055519,-0.02,0
1533,49.61,50.89,51.22,48.88,406.84K,-0.0227,-2.265563436,-2.27,-0.022916217,-0.02,0.02
1534,50,49.6,50.79,49.25,409.88K,0.0079,0.786131828,0.79,0.007830579,0.01,0.01
1535,48.29,50.08,50.36,48.2,395.76K,-0.0342,-3.42,-3.42,-0.034798506,-0.03,-0.02
1536,48.17,48.77,49.05,47.33,404.59K,-0.0025,-0.248498654,-0.25,-0.002488079,0,0.01
1537,47.05,48.44,48.76,46.86,358.38K,-0.0233,-2.325098609,-2.33,-0.023525555,-0.02,0
1538,44.84,46.93,47.28,44.75,395.72K,-0.047,-4.697130712,-4.7,-0.048110268,-0.05,0
1539,43.88,44.81,45,42.85,367.60K,-0.0214,-2.140945584,-2.14,-0.021641963,-0.02,0.01
1540,43.46,43.84,44.2,42.41,346.31K,-0.0096,-0.95715588,-0.96,-0.009617661,-0.01,0
1541,44.66,42.51,45.34,42.03,220.64K,0.0276,2.761159687,2.76,0.027237272,0.03,0.01
1542,43.96,44.6,44.71,42.75,106.91K,-0.0157,-1.567398119,-1.57,-0.015798117,-0.02,0
1543,45.72,43.99,46.53,43.31,22.46K,0.04,4.003639672,4,0.039255709,0.04,0.01
1544,47.45,46.41,47.61,45.33,292.42K,0.0378,3.783902012,3.78,0.037140686,0.04,-0.01
1545,47.51,47.46,48.56,46.67,309.55K,0.0013,0.126448894,0.13,0.00126369,0,0
1546,49.21,47.72,49.46,47,398.80K,0.0358,3.578194064,3.58,0.03515664,0.04,0
1547,51.43,49.02,52.48,48.73,515.28K,0.0451,4.511278195,4.51,0.044124805,0.04,0
1548,48.87,51.01,51.38,48.21,384.09K,-0.0498,-4.97763951,-4.98,-0.051057949,-0.05,0.01
1549,48.68,48.57,49.16,47.61,355.87K,-0.0039,-0.388786577,-0.39,-0.003895443,0,0
1550,47.6,48.73,48.73,47.28,365.75K,-0.0222,-2.218570255,-2.22,-0.022435507,-0.02,-0.02
1551,50.09,47.55,50.45,47.05,451.10K,0.0523,5.231092437,5.23,0.050988626,0.05,-0.01
1552,49.14,49.59,50.27,48.11,453.39K,-0.019,-1.896586145,-1.9,-0.01914802,-0.02,0
1553,49.14,49.14,49.14,49.14,-,0,0,0,0,0,0
1554,52.14,49.47,52.24,49.47,325.28K,0.0611,6.105006105,6.11,0.059259041,0.06,-0.01
1555,53.98,51.95,54.13,51.17,548.87K,0.0353,3.528960491,3.53,0.034681199,0.03,0
1556,50.42,53.18,53.23,50.37,552.63K,-0.066,-6.595035198,-6.6,-0.068225686,-0.07,0.01
1557,50.79,51,52.07,50.51,449.53K,0.0073,0.733835779,0.73,0.007311563,0.01,-0.02
1558,51.64,50.73,51.93,50.08,395.14K,0.0167,1.673557787,1.67,0.016597081,0.02,0
1559,51.91,51.81,53.1,51.47,375.53K,0.0052,0.522850503,0.52,0.005214884,0.01,0.01
1560,53.29,52.05,53.79,51.83,431.03K,0.0266,2.658447313,2.66,0.026237246,0.03,0
1561,56.39,53.55,56.69,53.39,508.90K,0.0582,5.817226497,5.82,0.056543142,0.06,0.01
1562,56.71,55.92,57.42,55.07,413.13K,0.0057,0.567476503,0.57,0.005658724,0.01,0.01
1563,55.74,56.56,56.88,55.31,230.62K,-0.0171,-1.71045671,-1.71,-0.01725254,-0.02,0.01
1564,56.38,56.16,57.17,54.85,112.38K,0.0115,1.148188016,1.15,0.011416464,0.01,0.02
