Date,Open,High,Low,Close,Adj Close,Volume,Return,Change
21-06-12,19.221153,19.298077,18.711538,18.778847,14.856741,63366500,-2.84,6.37
22-06-12,18.923077,19.14423,18.759615,19.048077,15.069742,53439900,1.43,7.9
25-06-12,18.73077,18.846153,18.548077,18.76923,14.849134,46450400,-1.46,6.32
26-06-12,18.788462,19.134615,18.759615,19.038462,15.062136,61085400,1.43,7.84
27-06-12,19.14423,19.413462,19.125,19.35577,15.313173,55943600,1.67,9.64
28-06-12,19.153847,19.423077,19.10577,19.423077,15.366417,59144800,0.35,10.02
29-06-12,19.634615,20.038462,19.634615,20.038462,15.853276,75943100,3.17,13.51
02-07-12,19.942308,20.01923,19.5,19.701923,15.587028,64180400,-1.68,11.6
03-07-12,19.596153,19.711538,19.548077,19.64423,15.541388,22097300,-0.29,11.27
05-07-12,19.557692,19.692308,19.509615,19.548077,15.465315,30209300,-0.49,10.73
06-07-12,19.384615,19.48077,19.182692,19.23077,15.214283,58500900,-1.62,8.93
09-07-12,19.221153,19.26923,19.14423,19.26923,15.244705,34297300,0.2,9.15
10-07-12,19.26923,19.298077,18.75,18.865385,14.925204,56774200,-2.1,6.86
11-07-12,18.923077,19.028847,18.788462,18.923077,14.970851,44475300,0.31,7.19
12-07-12,18.75,18.884615,18.615385,18.692308,14.788278,52195700,-1.22,5.88
13-07-12,18.759615,19.10577,18.711538,19.009615,15.039312,33718300,1.7,7.68
16-07-12,18.759615,18.85577,18.682692,18.836538,14.902382,37201500,-0.91,6.7
17-07-12,18.884615,19.086538,18.682692,18.961538,15.001278,54032200,0.66,7.41
18-07-12,18.89423,19.096153,18.836538,19.076923,15.092564,40856500,0.61,8.06
19-07-12,19.173077,19.173077,18.884615,19.038462,15.062136,43616600,-0.2,7.84
20-07-12,19.125,19.586538,18.701923,19.10577,15.115386,120705000,0.35,8.22
23-07-12,18.807692,19.35577,18.76923,19.317308,15.28274,63953100,1.11,9.42
24-07-12,19.288462,19.317308,18.98077,19.201923,15.191456,57086700,-0.6,8.77
25-07-12,19.288462,19.384615,19.211538,19.23077,15.214283,44291200,0.15,8.93
26-07-12,19.423077,19.903847,19.384615,19.76923,15.640281,59566600,2.8,11.98
27-07-12,19.836538,20.192308,19.76923,20.115385,15.914136,83479000,1.75,13.94
30-07-12,19.990385,20.10577,19.89423,20,15.82285,46793300,-0.57,13.29
31-07-12,19.951923,20.086538,19.951923,19.951923,15.784811,39861500,-0.24,13.02
01-08-12,20.057692,20.14423,19.913462,19.932692,15.769602,37163700,-0.1,12.91
02-08-12,19.73077,19.903847,19.423077,19.73077,15.609846,45760400,-1.01,11.76
03-08-12,20.01923,20.192308,19.971153,20.153847,15.944561,39407200,2.14,14.16
06-08-12,20.163462,20.365385,20.096153,20.163462,15.952168,35525900,0.05,14.22
07-08-12,20.326923,20.375,20.278847,20.307692,16.066277,32359900,0.72,15.03
08-08-12,20.240385,20.278847,20.096153,20.201923,15.982598,33639700,-0.52,14.43
09-08-12,20.134615,20.307692,20.134615,20.25,16.020632,32406100,0.24,14.71
10-08-12,20.192308,20.288462,20.134615,20.288462,16.051062,25395900,0.19,14.92
13-08-12,20.23077,20.25,20.076923,20.182692,15.967385,27948500,-0.52,14.32
14-08-12,20.26923,20.298077,20.096153,20.134615,15.929347,31298800,-0.24,14.05
15-08-12,20.057692,20.221153,19.990385,20.153847,15.944561,30024900,0.1,14.16
16-08-12,20.067308,20.326923,20.01923,20.240385,16.013029,34941900,0.43,14.65
17-08-12,20.211538,20.240385,20.134615,20.192308,15.97499,31233800,-0.24,14.38
20-08-12,20.14423,20.211538,20.028847,20.125,15.921742,28480900,-0.33,14
21-08-12,20.163462,20.240385,20,20.048077,15.860885,31656400,-0.38,13.56
22-08-12,19.971153,20.067308,19.913462,19.98077,15.80763,29137500,-0.34,13.18
23-08-12,19.942308,19.990385,19.836538,19.846153,15.701135,38000400,-0.67,12.42
24-08-12,19.798077,20.096153,19.759615,20,15.82285,30511700,0.78,13.29
27-08-12,20.01923,20.14423,19.990385,20.048077,15.860885,29926600,0.24,13.56
28-08-12,19.961538,20.115385,19.961538,20.009615,15.830456,26948900,-0.19,13.34
29-08-12,20.01923,20.14423,20.009615,20.01923,15.83806,20722800,0.05,13.4
30-08-12,19.923077,19.98077,19.826923,19.846153,15.701135,22087300,-0.86,12.42
31-08-12,19.961538,20.028847,19.817308,19.913462,15.754389,30866200,0.34,12.8
04-09-12,19.836538,19.89423,19.692308,19.721153,15.602242,39700500,-0.97,11.71
05-09-12,19.759615,19.971153,19.721153,19.85577,15.70874,34354800,0.68,12.47
06-09-12,20.067308,20.5,20.048077,20.490385,16.210815,55305700,3.2,16.07
07-09-12,20.5,20.759615,20.48077,20.759615,16.423813,37835000,1.31,17.59
10-09-12,20.653847,20.817308,20.60577,20.653847,16.340132,35019200,-0.51,16.99
11-09-12,20.663462,20.85577,20.576923,20.759615,16.423813,34936800,0.51,17.59
12-09-12,20.836538,21.086538,20.826923,21.048077,16.652025,44726200,1.39,19.23
13-09-12,20.932692,21.384615,20.913462,21.173077,16.750921,116266000,0.59,19.93
14-09-12,21.346153,21.509615,21.134615,21.259615,16.819384,104154300,0.41,20.42
17-09-12,21.086538,21.201923,21.057692,21.201923,16.773737,82454500,-0.27,20.1
18-09-12,21.14423,21.384615,21.115385,21.384615,16.918278,40384400,0.86,21.13
19-09-12,21.442308,21.625,21.39423,21.567308,17.062815,42081100,0.85,22.17
20-09-12,21.336538,21.60577,21.26923,21.567308,17.198378,45424100,0,22.17
21-09-12,21.682692,21.817308,21.596153,21.663462,17.275045,69213800,0.45,22.71
24-09-12,21.538462,21.586538,21.442308,21.5,17.144705,38271800,-0.75,21.79
25-09-12,21.528847,21.798077,21.442308,21.451923,17.106367,48920800,-0.22,21.51
26-09-12,21.307692,21.39423,21.221153,21.25,16.945339,42768200,-0.94,20.37
27-09-12,21.384615,21.98077,21.278847,21.85577,17.4284,69992400,2.85,23.8
28-09-12,21.89423,22.076923,21.75,21.836538,17.413069,73763100,-0.09,23.69
01-10-12,21.85577,22.115385,21.836538,21.932692,17.489742,44252700,0.44,24.24
02-10-12,22.048077,22.10577,21.836538,21.913462,17.474409,47109300,-0.09,24.13
03-10-12,21.98077,22.096153,21.846153,22.028847,17.566418,34246600,0.53,24.78
04-10-12,22.067308,22.163462,21.89423,22.067308,17.597092,41958400,0.17,25
05-10-12,22.153847,22.288462,22.115385,22.23077,17.72744,39845000,0.74,25.93
08-10-12,21.990385,22.10577,21.971153,22.038462,17.574087,25170300,-0.87,24.84
09-10-12,22.057692,22.086538,21.73077,21.75,17.344059,40743000,-1.31,23.2
10-10-12,21.740385,21.865385,21.548077,21.567308,17.198378,34095500,-0.84,22.17
11-10-12,21.721153,21.836538,21.615385,21.64423,17.259714,25128300,0.36,22.6
12-10-12,21.711538,21.836538,21.548077,21.615385,17.236717,34272800,-0.13,22.44
15-10-12,21.673077,21.826923,21.625,21.76923,17.359392,30761700,0.71,23.31
16-10-12,21.913462,22,21.701923,21.76923,17.359392,37095600,0,23.31
17-10-12,21.89423,22.038462,21.846153,22.028847,17.566418,29403400,1.19,24.78
18-10-12,21.932692,22.192308,21.923077,21.932692,17.489742,44866300,-0.44,24.24
19-10-12,21.64423,21.663462,21.028847,21.182692,16.89167,112195100,-3.42,19.99
22-10-12,21.01923,21.10577,20.432692,20.865385,16.638641,90204500,-1.5,18.19
23-10-12,20.528847,20.576923,20.384615,20.461538,16.316605,58549200,-1.94,15.9
24-10-12,20.60577,20.634615,20.423077,20.442308,16.301264,43987300,-0.09,15.8
25-10-12,20.673077,20.740385,20.221153,20.442308,16.301264,47600400,0,15.8
26-10-12,20.375,20.576923,20.259615,20.298077,16.18626,44540500,-0.71,14.98
31-10-12,20.442308,20.5,20.163462,20.25,16.147913,40746500,-0.24,14.71
01-11-12,20.221153,20.567308,20.211538,20.51923,16.362608,48080600,1.33,16.23
02-11-12,20.701923,20.846153,20.442308,20.490385,16.339611,49374200,-0.14,16.07
05-11-12,20.384615,20.64423,20.384615,20.586538,16.416277,31200100,0.47,16.61
06-11-12,20.682692,20.942308,20.625,20.759615,16.554293,34042500,0.84,17.59
07-11-12,20.538462,20.692308,20.259615,20.317308,16.201588,47063500,-2.13,15.09
08-11-12,20.346153,20.375,20.076923,20.086538,16.017567,42401500,-1.14,13.78
09-11-12,19.961538,20.48077,19.903847,20.192308,16.10191,41919100,0.53,14.38
12-11-12,20.23077,20.326923,20.076923,20.086538,16.017567,22689100,-0.52,13.78
13-11-12,19.807692,20.14423,19.778847,19.884615,15.85655,42716200,-1.01,12.64
14-11-12,19.932692,19.951923,19.182692,19.240385,15.342818,68161100,-3.24,8.99
15-11-12,19.134615,19.451923,19.134615,19.288462,15.381161,53830700,0.25,9.26
16-11-12,19.326923,19.413462,19.10577,19.375,15.450171,47099000,0.45,9.75
19-11-12,19.625,19.923077,19.60577,19.865385,15.841218,39814700,2.53,12.53
20-11-12,19.875,19.89423,19.586538,19.826923,15.810544,27919700,-0.19,12.31
21-11-12,19.903847,19.942308,19.778847,19.884615,15.85655,42661200,0.29,12.64
23-11-12,20.009615,20.23077,19.932692,20.23077,16.132584,36874800,1.74,14.6
26-11-12,20.076923,20.259615,20.067308,20.25,16.147913,49651000,0.1,14.71
27-11-12,20.23077,20.384615,20.048077,20.067308,16.002234,34321800,-0.9,13.67
28-11-12,19.951923,20.336538,19.711538,20.326923,16.209259,36174000,1.29,15.14
29-11-12,20.423077,20.538462,20.14423,20.317308,16.201588,28738100,-0.05,15.09
30-11-12,20.326923,20.442308,20.23077,20.317308,16.201588,39371300,0,15.09
03-12-12,20.365385,20.413462,20,20.01923,15.963895,31181200,-1.47,13.4
04-12-12,20.067308,20.201923,19.913462,20.057692,15.99456,38289900,0.19,13.62
05-12-12,20.10577,20.538462,20.057692,20.413462,16.278263,48325200,1.77,15.63
06-12-12,20.384615,20.567308,20.26923,20.548077,16.385605,34061200,0.66,16.39
07-12-12,20.615385,20.653847,20.423077,20.634615,16.454622,34890500,0.42,16.88
10-12-12,20.60577,20.673077,20.538462,20.567308,16.400948,28708500,-0.33,16.5
11-12-12,20.653847,20.913462,20.538462,20.682692,16.492956,47587500,0.56,17.16
12-12-12,20.778847,21.10577,20.740385,20.942308,16.699986,44110100,1.26,18.63
13-12-12,20.903847,21.076923,20.721153,20.788462,16.577299,35324600,-0.73,17.76
14-12-12,20.778847,20.923077,20.721153,20.788462,16.577299,49438100,0,17.76
17-12-12,20.85577,21.10577,20.85577,21.086538,16.814997,50423000,1.43,19.44
18-12-12,21.009615,21.067308,20.586538,20.85577,16.630976,84364000,-1.09,18.14
19-12-12,20.807692,20.826923,20.163462,20.201923,16.109579,96023900,-3.14,14.43
20-12-12,20.10577,20.423077,20.067308,20.240385,16.293489,52864700,0.19,14.65
21-12-12,20.038462,20.182692,19.76923,20.076923,16.161905,84067200,-0.81,13.73
24-12-12,19.990385,20.153847,19.951923,20.01923,16.115461,15701100,-0.29,13.4
26-12-12,20.009615,20.134615,19.913462,19.971153,16.076761,29699400,-0.24,13.13
27-12-12,20,20.067308,19.634615,19.89423,16.014833,39863900,-0.39,12.69
28-12-12,19.663462,19.913462,19.64423,19.653847,15.821328,33699500,-1.21,11.33
